Name,gender_frac
Courtney,0.8955965909090909
Cecilia,1.0
Madeleine,1.0
Aniya,1.0
Alison,0.9944178628389154
Heaven,0.9896579156722355
Leilani,1.0
Aubree,1.0
Nina,1.0
Lindsey,0.9927066450567261
Melody,1.0
Macy,1.0
Ashlynn,1.0
Joanna,1.0
Cassandra,1.0
Alayna,1.0
Aurora,1.0
Kaydence,0.9782608695652174
Madilyn,1.0
Heidi,1.0
Emerson,0.6655211912943871
Kimora,1.0
Madalyn,1.0
Katelynn,1.0
Josie,1.0
Erica,1.0
Harper,0.8203636363636364
Guadalupe,0.8528072837632777
Ivy,0.9885361552028219
Lexi,1.0
Camille,1.0
Savanna,1.0
Lucia,1.0
Daniella,1.0
Dulce,1.0
Miriam,1.0
Emely,1.0
Kiley,0.9927007299270073
Joselyn,1.0
Kailey,1.0
Cynthia,1.0
Georgia,1.0
Rihanna,0.9953574744661096
Harmony,0.9925719591457753
Kiera,1.0
Kyleigh,1.0
Bethany,1.0
Rylie,0.9542190305206463
Monica,1.0
Kaylie,1.0
Cameron,0.11261116468445302
Teagan,0.7402413058907026
Genevieve,1.0
Brynn,0.9933078393881453
Cora,1.0
Ciara,1.0
Eliza,1.0
Alice,1.0
Tatiana,1.0
April,1.0
Maddison,0.9951124144672532
Erika,1.0
Jaelyn,0.9302112029384757
Ximena,1.0
Marely,1.0
Julie,1.0
Danica,1.0
Presley,0.8804638715432649
Brielle,1.0
Julissa,1.0
Angie,1.0
Iris,1.0
Rose,1.0
Brenda,1.0
Malia,1.0
Hazel,0.9928057553956835
Shayla,1.0
Fiona,1.0
Phoebe,1.0
Paola,1.0
Selena,1.0
Nayeli,1.0
Kaelyn,1.0
Rebekah,1.0
Audrina,1.0
Janiyah,1.0
Carolina,1.0
Ruth,0.9946178686759957
Michaela,1.0
Penelope,1.0
Sasha,0.954118873826903
Janiya,1.0
Anastasia,1.0
Adeline,1.0
Holly,1.0
Denise,1.0
Hanna,1.0
Marlee,0.9888765294771968
Madisyn,1.0
Tatum,0.869351669941061
Helen,1.0
Nataly,1.0
Anya,1.0
Janelle,1.0
Lizbeth,1.0
Serena,1.0
Jaslene,1.0
Kaylin,0.9775028121484814
Jazlyn,1.0
Nancy,1.0
Hayley,1.0
Desiree,1.0
Lindsay,1.0
Itzel,1.0
Imani,0.9644087256027555
Asia,1.0
Talia,1.0
Madelynn,1.0
Amari,0.4657303370786517
Jane,1.0
Kadence,0.9407069555302167
Madyson,1.0
Kayden,0.24127821753151568
Annie,1.0
Bridget,1.0
Raegan,0.9926829268292683
Jadyn,0.7516218721037998
Yasmin,1.0
Celeste,0.9938347718865598
Luna,1.0
Annika,1.0
Emilia,1.0
Jimena,1.0
Estrella,1.0
Sarai,1.0
Ayla,1.0
Lacey,1.0
Willow,1.0
Alessandra,1.0
Nyla,1.0
Lilliana,1.0
Dayana,1.0
Harley,0.6488294314381271
Natasha,1.0
Priscilla,1.0
Brittany,1.0
Lilah,1.0
Claudia,1.0
Baylee,0.985897435897436
Hadley,0.9458794587945879
Allisson,1.0
Fernanda,1.0
Brenna,1.0
Skyler,0.3679883945841393
Danna,1.0
Melany,1.0
Gloria,1.0
Lia,1.0
Cali,1.0
Macie,1.0
Lyric,0.773109243697479
Logan,0.05036366131466996
Mylee,1.0
Amira,1.0
Cindy,1.0
Lana,1.0
Alissa,1.0
Lilian,1.0
Anahi,1.0
Anaya,1.0
Lena,1.0
Noelle,1.0
Sandra,1.0
Ainsley,0.9795640326975477
Marisol,1.0
Meredith,0.9902234636871509
Diamond,0.9617486338797814
Kailyn,0.9901408450704225
Kathleen,1.0
Johanna,0.9929078014184397
Paisley,1.0
Lesly,1.0
Evangeline,1.0
Juliet,1.0
Rosa,1.0
Meghan,1.0
Athena,1.0
Hailee,1.0
Sage,0.696969696969697
Emilee,1.0
Wendy,1.0
Elaina,1.0
Paris,0.8998682476943346
Alanna,1.0
Nia,1.0
Cara,1.0
Dana,0.9152086137281292
Emery,0.6921508664627931
Casey,0.40933899332929047
Jaden,0.11518771331058021
Kaitlin,1.0
Rowan,0.409367396593674
Aubrie,1.0
Kiana,1.0
Miracle,0.986784140969163
Kenzie,0.9823529411764705
Lauryn,1.0
Norah,1.0
Perla,1.0
Viviana,1.0
Amiyah,1.0
Rachael,1.0
Shannon,0.815136476426799
Alyson,1.0
Lillie,1.0
Heather,1.0
Aileen,1.0
Danika,1.0
Francesca,1.0
Tori,0.9847094801223242
Kassidy,0.9922839506172839
Kristen,0.9801829268292683
Elle,1.0
Taryn,0.963855421686747
Amya,1.0
Cheyanne,1.0
Kristina,1.0
Anne,1.0
Patricia,1.0
Haylie,1.0
Samara,1.0
Skye,0.9081632653061225
Halle,1.0
Lexie,0.9919871794871795
Kali,0.9809523809523809
Parker,0.1251013787510138
America,1.0
Linda,1.0
Londyn,0.957613814756672
Abbigail,1.0
Hallie,1.0
Saniya,1.0
Bryanna,1.0
Quinn,0.3300275482093664
Bailee,0.985172981878089
Caylee,1.0
Jaida,1.0
Mckayla,1.0
Melina,1.0
Jaylynn,0.946031746031746
Jaelynn,0.9800995024875622
Jaiden,0.20184741703729045
Abril,1.0
Elisabeth,1.0
Sidney,0.6842723004694836
Dylan,0.047331975560081466
Brylee,0.9446254071661238
Kassandra,1.0
Kaylynn,1.0
Mercedes,1.0
Yesenia,1.0
Elliana,1.0
Adalyn,1.0
Marina,1.0
Mikaela,1.0
Isabela,1.0
Ryan,0.03758609380124631
Joy,0.9862068965517241
Daphne,1.0
Kenya,0.976027397260274
Ashlee,0.9895652173913043
Justice,0.4581320450885668
Christine,1.0
Kaitlynn,1.0
Ingrid,1.0
Jaliyah,1.0
Marie,1.0
Natalee,1.0
Saniyah,1.0
Simone,1.0
Tamia,1.0
Adelaide,1.0
Juliette,1.0
Addisyn,1.0
Krystal,1.0
Sylvia,1.0
Dayanara,1.0
Kennedi,0.9910394265232975
Mila,1.0
Virginia,1.0
Aylin,1.0
Jaidyn,0.6699266503667481
Jolie,1.0
Kinsley,0.9891304347826086
Clarissa,1.0
Maritza,1.0
Braelyn,0.9187817258883249
Laney,1.0
Marilyn,1.0
Kirsten,1.0
Whitney,0.9854280510018215
Aria,0.9836065573770492
Kamila,1.0
Raquel,1.0
Janessa,1.0
Zariah,1.0
Anika,1.0
Kaleigh,1.0
Teresa,1.0
Amara,0.9852125693160814
Rubi,1.0
Ayanna,1.0
Paulina,1.0
Amani,0.7931034482758621
Carla,1.0
Nathalie,1.0
Tabitha,1.0
Adelyn,1.0
Annabella,1.0
Madalynn,1.0
Yareli,1.0
Gwendolyn,1.0
Aiyana,1.0
Deanna,1.0
Jaylin,0.5
Journey,0.8924914675767918
Ada,1.0
Skyla,1.0
Yaretzi,1.0
Liana,1.0
Jenny,1.0
Myla,1.0
Karlee,1.0
Lisa,1.0
Myah,1.0
Cristina,1.0
Isis,1.0
Tania,1.0
Lucille,1.0
Helena,1.0
Raven,0.9206642066420664
Arely,1.0
Jayleen,0.9900596421471173
Jordin,0.7421758569299552
Azul,0.9822134387351779
Destinee,1.0
Jaqueline,1.0
Aryanna,1.0
Liberty,1.0
Martha,1.0
Arielle,1.0
Isla,1.0
Jessie,0.5025484199796126
Zoie,1.0
Aleah,1.0
Elisa,1.0
Haven,0.7321428571428571
Lilyana,1.0
Marlene,1.0
Kailee,1.0
Kaliyah,1.0
Noemi,1.0
Tara,1.0
Carley,1.0
Maeve,1.0
Camilla,1.0
Giana,1.0
Maia,1.0
Irene,1.0
Jaylene,1.0
Maliyah,1.0
Tiana,1.0
Kaya,0.9392156862745098
Sharon,1.0
Lea,1.0
Macey,1.0
Marisa,1.0
Alisha,1.0
Jaycee,0.9278752436647173
Siena,1.0
Scarlet,1.0
Shiloh,0.7452830188679245
Adyson,0.9813278008298755
Eve,1.0
Arabella,1.0
Shyanne,1.0
Yazmin,1.0
Amiya,1.0
Gisselle,1.0
Shania,1.0
Sherlyn,1.0
Kiersten,1.0
Sariah,1.0
Aleena,1.0
Finley,0.6346153846153846
Kinley,0.9829787234042553
Kaia,1.0
Aliya,1.0
Madilynn,1.0
Ellen,1.0
Taliyah,1.0
Pamela,1.0
Carlie,1.0
Yoselin,1.0
Clare,1.0
Monserrat,1.0
Jakayla,1.0
Carolyn,1.0
Paula,0.9889624724061811
Reyna,1.0
Yaritza,1.0
Lorelei,1.0
Zaria,1.0
Alena,1.0
Emilie,1.0
Gracelyn,1.0
Regina,1.0
Angelique,1.0
Britney,1.0
Mariam,1.0
Regan,0.857976653696498
Kasey,0.620933521923621
Julianne,1.0
Jaylee,1.0
Annalise,1.0
Greta,1.0
Zion,0.2136878385032004
Lainey,1.0
Elyse,1.0
Felicity,1.0
Carlee,0.988479262672811
Kallie,1.0
Aspen,0.8951781970649895
Iliana,1.0
Catalina,1.0
Phoenix,0.3642611683848797
Akira,0.9358407079646017
Sonia,1.0
Larissa,1.0
Susan,1.0
Anabelle,1.0
Joslyn,1.0
Mollie,1.0
Gia,1.0
Judith,1.0
Alexus,1.0
Destiney,1.0
Katrina,1.0
Ansley,1.0
Janet,1.0
Haleigh,1.0
Hillary,0.9856459330143541
Elsa,1.0
Mareli,1.0
Kaylyn,1.0
Jazlynn,1.0
Lorena,1.0
Maci,1.0
Carissa,1.0
Milagros,1.0
Stacy,0.9147982062780269
Kaylen,0.8905908096280087
Leanna,1.0
Luz,0.9854368932038835
Shaniya,1.0
Cherish,1.0
Renee,0.9619047619047619
Charlie,0.27010723860589814
Chaya,1.0
Elsie,1.0
Jazmyn,1.0
Abbie,1.0
Cailyn,1.0
Emmalee,1.0
Luciana,1.0
Elaine,1.0
Dahlia,1.0
Jamya,1.0
Mariyah,1.0
Rosemary,1.0
Belinda,1.0
Yadira,1.0
Rhianna,1.0
Dayami,1.0
Barbara,1.0
Celia,1.0
Rayna,1.0
Aryana,1.0
Armani,0.4680337756332931
Cristal,1.0
Campbell,0.7010869565217391
Cecelia,1.0
Eileen,1.0
Amina,1.0
Aisha,1.0
Patience,0.9845758354755784
Sanaa,1.0
Ally,1.0
Leyla,1.0
Amirah,1.0
Araceli,1.0
Mayra,1.0
Amelie,1.0
Kaiya,1.0
Selah,0.9869791666666666
Averie,0.9692307692307692
Keyla,1.0
Chanel,1.0
Giovanna,1.0
Paloma,1.0
Dominique,0.5662650602409639
Miah,1.0
Zara,1.0
Aimee,1.0
Alisson,1.0
Precious,1.0
Adrienne,0.9841688654353562
Kelsie,1.0
Angeline,1.0
Alma,0.984
Cierra,1.0
Brisa,1.0
Charity,1.0
Frances,0.9813333333333333
Janae,1.0
Janiah,1.0
Isabell,1.0
Shyla,1.0
Annabel,1.0
Jacquelyn,1.0
Jaylah,1.0
Marianna,1.0
Karissa,1.0
Kierra,1.0
Karlie,1.0
Edith,1.0
Olive,1.0
Xiomara,1.0
Deborah,1.0
Jacey,0.9568733153638814
Jaylyn,0.801354401805869
Damaris,0.9645776566757494
Mara,1.0
India,1.0
Kendal,0.8564476885644768
Moriah,0.9643835616438357
Ayana,1.0
Evelin,1.0
Charlee,0.9858757062146892
Kayley,1.0
Tamara,1.0
Briley,0.8149882903981265
Nylah,1.0
Saige,0.9251336898395722
Abbey,1.0
Matilda,1.0
Savanah,1.0
Ann,1.0
Hana,1.0
Lizeth,1.0
Giada,1.0
Karly,1.0
Jazlene,1.0
Theresa,1.0
Ashly,1.0
Gillian,1.0
Yasmine,1.0
Beatrice,1.0
Ireland,0.9825581395348837
Mylie,1.0
Corinne,1.0
Maleah,1.0
Keely,1.0
Kenna,1.0
Tianna,1.0
Tanya,1.0
Karma,0.9651162790697675
Salma,1.0
Shyann,1.0
Evie,1.0
Ryann,0.953757225433526
Areli,1.0
Adalynn,1.0
Kaley,1.0
Gina,1.0
Meadow,1.0
Roselyn,1.0
Kaila,1.0
Nathaly,1.0
Jaylen,0.1305578011317704
Makena,0.9847560975609756
Natalya,1.0
Yuliana,1.0
Aliza,1.0
Rayne,0.9044943820224719
Belen,1.0
Lilianna,1.0
Tess,1.0
Ali,0.3016022620169651
Alisa,1.0
June,0.960960960960961
Abagail,1.0
Jocelynn,1.0
Lillianna,1.0
Aracely,1.0
Joyce,1.0
Litzy,1.0
Mattie,1.0
Thalia,1.0
Tia,1.0
Kristin,0.984472049689441
Zaniyah,1.0
Libby,1.0
Taniya,1.0
Jaslyn,1.0
Sarahi,1.0
Gemma,1.0
Frida,1.0
Giuliana,1.0
Micah,0.08168058455114822
Lorelai,1.0
Valery,1.0
Adison,0.9452887537993921
Krista,1.0
Deja,1.0
Lailah,1.0
Yamilet,1.0
Magdalena,1.0
Mckinley,0.8351351351351352
Carina,1.0
Jewel,0.9655172413793104
Karli,1.0
Brynlee,1.0
Mira,1.0
Stephany,1.0
Cassie,1.0
Aliana,1.0
Mina,0.9409937888198758
Shirley,1.0
Charlize,1.0
Raelynn,1.0
Karley,1.0
Marlie,1.0
Cloe,1.0
Taniyah,1.0
Ariella,1.0
Lina,1.0
Nola,1.0
Alani,0.9834983498349835
Dalia,1.0
Raina,1.0
Anabella,1.0
Bria,1.0
Monique,1.0
Sanai,1.0
Kamari,0.3780332056194125
Ashleigh,0.9800664451827242
Mariela,1.0
Alia,1.0
Reina,1.0
Ashanti,1.0
Lara,1.0
Leia,1.0
Lilia,1.0
Justine,0.941747572815534
Maribel,1.0
Princess,1.0
Tiara,1.0
Chana,1.0
Paityn,0.9796610169491525
Sydnee,1.0
Abigayle,1.0
Alannah,1.0
Kamora,1.0
Nyasia,1.0
Payten,0.875
Marin,0.9255663430420712
Naima,1.0
Heidy,1.0
Livia,1.0
Nathalia,1.0
Shaylee,1.0
Gretchen,1.0
Maryjane,1.0
Emelia,1.0
Emmy,1.0
Izabelle,1.0
Laci,1.0
Mireya,1.0
Azaria,1.0
Anabel,1.0
Chasity,1.0
Denisse,1.0
Dixie,1.0
Maren,1.0
Micaela,1.0
Donna,1.0
Esperanza,1.0
Selina,1.0
Shea,0.675609756097561
Averi,0.9452054794520548
Hadassah,1.0
Kaylah,1.0
Shayna,1.0
Amiah,1.0
Rory,0.49460431654676257
Alyvia,1.0
Makaila,1.0
Neveah,1.0
Avah,1.0
Essence,1.0
Desirae,1.0
Laurel,1.0
Amaris,0.9575971731448764
Ashtyn,0.7424657534246575
Karsyn,0.8741935483870967
Leticia,1.0
Miya,1.0
Kianna,1.0
Laylah,1.0
Hailie,1.0
Jamiya,1.0
Kathy,1.0
Riya,1.0
Dania,1.0
Kenley,0.9143835616438356
Sky,0.7621776504297995
Carleigh,1.0
Carrie,1.0
Diya,0.974169741697417
Elianna,1.0
Eloise,1.0
Iyana,1.0
Sloane,0.974169741697417
Charley,0.7735294117647059
Sarina,1.0
Aiyanna,1.0
Dalilah,1.0
Tatyana,1.0
Kamya,1.0
Malaya,1.0
Maryam,1.0
Kylah,1.0
Millie,1.0
Tyler,0.020080321285140562
Chelsey,1.0
Blanca,1.0
Bree,1.0
Iyanna,1.0
Pearl,1.0
Susana,1.0
Annette,1.0
Cayla,1.0
Jailyn,0.8737201365187713
Joelle,0.9309090909090909
Rebeca,1.0
Rylan,0.128064032016008
Jalynn,0.9272727272727272
Kenia,1.0
Caleigh,1.0
Cambria,1.0
Janice,1.0
Lesley,0.9806949806949807
Yamileth,1.0
Hayleigh,1.0
Meagan,1.0
Caydence,0.972972972972973
Sheyla,1.0
Toni,0.9473684210526315
Carli,1.0
Jaeda,1.0
Karis,1.0
Vera,1.0
Brandi,1.0
Melinda,1.0
Raelyn,1.0
Rhiannon,1.0
Antonia,0.9803149606299213
Ayleen,1.0
Brandy,0.8989169675090253
Abigale,1.0
Amalia,1.0
Azariah,0.6966292134831461
Celine,1.0
Marleigh,1.0
Renata,1.0
River,0.289044289044289
Anjali,1.0
Candice,1.0
Elissa,1.0
Evelynn,1.0
Willa,1.0
Adelynn,1.0
Keeley,1.0
Dani,0.8812949640287769
Kaelynn,1.0
Kloe,1.0
Samira,1.0
Deasia,1.0
Karmen,1.0
Kayli,1.0
Kourtney,0.9606299212598425
Samiya,1.0
Tegan,0.6069651741293532
Devyn,0.4899193548387097
Lidia,1.0
Lucero,0.9798387096774194
Reece,0.2533889468196038
Dorothy,1.0
Kinsey,0.9718875502008032
Myra,1.0
Stacey,0.9201520912547528
Tatianna,1.0
Tayla,1.0
Kairi,0.9717741935483871
Nichole,1.0
Yuridia,1.0
Brookelynn,1.0
Milan,0.5945273631840796
Nyah,1.0
Brittney,1.0
Keila,1.0
Makenzi,1.0
Winter,0.9407114624505929
Zuri,0.9444444444444444
Anita,1.0
Lluvia,1.0
Noor,0.8876404494382022
Charli,0.963265306122449
Darlene,1.0
Leona,1.0
Alaya,1.0
Destini,1.0
Lacie,1.0
Kai,0.1272430668841762
Roxanne,1.0
Saanvi,1.0
Arlene,1.0
Jackeline,1.0
Kya,1.0
Alayah,1.0
Brinley,0.9586776859504132
Jasmyn,1.0
Noelia,1.0
Emani,0.9203187250996016
Jamiyah,1.0
Johana,1.0
Kendyl,0.9746835443037974
Samiyah,1.0
Unique,0.9166666666666666
Vanesa,1.0
Yvette,1.0
Amia,1.0
Vivienne,1.0
Delia,1.0
Jayde,0.9423868312757202
Kalia,1.0
Mae,1.0
Margarita,1.0
Ashton,0.060978871355977536
Carol,1.0
Jolene,1.0
Jenifer,1.0
Leigha,1.0
Sally,1.0
Sandy,0.9458333333333333
Colleen,1.0
Gracelynn,1.0
Jana,1.0
Kailynn,1.0
Kayleen,1.0
Adelina,1.0
Ariah,1.0
Yahaira,1.0
Joselin,1.0
Makiyah,1.0
Nicolette,1.0
Sheila,1.0
Sofie,1.0
Alanah,1.0
Gisele,1.0
Jazmyne,1.0
Kyndall,0.9529914529914529
Anais,1.0
Makaylah,1.0
Tina,1.0
Adamaris,1.0
Addie,1.0
Ailyn,1.0
Alize,0.9692982456140351
Graciela,1.0
Nya,1.0
Trista,1.0
Aubri,1.0
Jersey,0.9734513274336283
Kori,0.9166666666666666
Rileigh,0.9734513274336283
Analia,1.0
Arden,0.7577854671280276
Laniya,1.0
Lianna,1.0
Zaniya,1.0
Betsy,1.0
Christiana,1.0
Harlee,0.9646017699115044
Lilyanna,1.0
Shaila,1.0
Shaniyah,1.0
Annaliese,1.0
Aubrianna,1.0
Candace,1.0
Katlyn,1.0
Rivka,1.0
Zariyah,1.0
Emory,0.617816091954023
Izabel,1.0
Maura,1.0
Samya,1.0
Ananya,1.0
Citlali,1.0
Gracyn,0.9385964912280702
Emersyn,1.0
Jorja,1.0
Karleigh,1.0
Katy,1.0
Leighton,0.5725806451612904
Marlen,0.9466666666666667
Suri,1.0
Yarely,1.0
Calleigh,1.0
Dasia,1.0
Emme,1.0
Estefany,1.0
Galilea,1.0
Kyndal,0.9680365296803652
Tayler,0.8217054263565892
Natali,1.0
Savana,1.0
Shreya,1.0
Aniah,1.0
Ayden,0.0398936170212766
Beatriz,1.0
Breana,1.0
Aya,1.0
Brookelyn,1.0
Fabiola,1.0
Kalyn,0.9414414414414415
Abrianna,1.0
Laniyah,1.0
Treasure,1.0
Aanya,1.0
Calista,1.0
Joana,1.0
Malaysia,1.0
Roxana,1.0
Analise,1.0
Ariyana,1.0
Dalila,1.0
Estella,1.0
Kalli,1.0
Arya,0.6426332288401254
Giavanna,1.0
Jalyn,0.7564575645756457
Jurnee,1.0
Lacy,0.9534883720930233
Silvia,1.0
Asha,1.0
Maite,1.0
Aditi,1.0
Kirra,1.0
Promise,0.9354838709677419
Bryana,1.0
Carson,0.03791291291291291
Katarina,1.0
Maiya,1.0
Sariyah,1.0
Selene,1.0
Soleil,1.0
Diane,1.0
Ember,1.0
Gwen,1.0
Kacey,0.8375
Kaycee,0.9436619718309859
Rhea,1.0
Sahara,1.0
Janie,1.0
Lyra,1.0
Sonya,1.0
Ivana,1.0
Joseline,1.0
Montserrat,1.0
Noa,0.6862068965517242
Hunter,0.02406417112299465
Luisa,1.0
Christian,0.014874660223497432
Dallas,0.16582491582491582
Estefania,1.0
Jaedyn,0.5103626943005182
Lylah,1.0
Maddie,1.0
Alaysia,1.0
Anisa,1.0
Gwyneth,1.0
Rocio,1.0
Amyah,1.0
Anneliese,1.0
Breonna,1.0
Gizelle,1.0
Nelly,1.0
Samaya,1.0
Jaclyn,1.0
Kacie,1.0
Marian,0.9651741293532339
Priya,1.0
Alysa,1.0
Blair,0.7338403041825095
Bryleigh,1.0
Elyssa,1.0
Flor,1.0
Samaria,1.0
Zainab,1.0
Constance,1.0
Ericka,1.0
Fallon,0.9056603773584906
Janaya,1.0
Lilyan,1.0
Reilly,0.47880299251870323
Audra,1.0
Berenice,1.0
Devin,0.045573848723455025
Evangelina,1.0
Katharine,1.0
Leilah,1.0
Mayte,1.0
Montana,0.8197424892703863
Annelise,1.0
Astrid,1.0
Colette,1.0
Juana,1.0
Kaci,0.9644670050761421
Lizette,1.0
Nikki,0.9693877551020408
Soraya,1.0
Braelynn,0.9742268041237113
Ivanna,1.0
Lanie,1.0
Aliah,1.0
Josselyn,1.0
Karyme,1.0
Robin,0.6143790849673203
Lilith,1.0
Lillyana,1.0
Mackenna,1.0
Zahra,1.0
Allyssa,1.0
Marcella,1.0
Rita,1.0
Star,1.0
Taya,1.0
Kamiya,1.0
Keily,1.0
Kimber,1.0
Tyra,1.0
Elliot,0.15501263689974726
Janya,1.0
Katerina,1.0
Rianna,1.0
Tracy,0.7049808429118773
Abbygail,1.0
Bonnie,1.0
Cloey,1.0
Kalea,1.0
